event_id,event_type,event_subtype,status,location_id,location_name,country,start_date,end_date,duration_days,total_precipitation_mm,maximum_daily_precipitation_mm,maximum_temperature_c,minimum_temperature_c,maximum_wind_speed_kmh,maximum_wind_gusts_kmh,rolling_precipitation_mm,lookback_days,critical_window_start,critical_window_end,critical_rolling_precipitation_mm,percentile_threshold,absolute_threshold,severity_score,severity_score_raw,severity_percentile,related_rainfall_event_id,related_wind_event_id,derivation_method,source_date_start,source_date_end,source_dataset,inferred,caveat
drought_aa3d21542051,Drought,meteorological_drought_indicator,derived_indicator,af_herat,Herat,Afghanistan,2021-01-30,2021-02-19,21,1.2000000000000002,0.8,26.2,-2.0,27.9,50.0,1.0,30.0,2021-01-01,2021-01-30,1.0,13.100000000000009,,13.1,13.1,0.743363,,,30-day rolling precipitation <= location-month 10th percentile for configured consecutive days,2021-01-01,2021-01-30,data/processed/daily_weather.csv,True,Meteorological drought indicator from rolling precipitation only; not an officially confirmed drought disaster.
temperature_4a9135778a37,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-04-19,2022-04-19,1,0.0,0.0,28.6,17.1,56.5,90.4,,,,,,27.119999999999994,,1.0546,1.0546,0.75797,,,temperature_max_c >= location-month high-temperature percentile,2022-04-19,2022-04-19,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_4a5ac3572e39,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-05-25,2022-05-25,1,0.0,0.0,36.2,18.3,21.6,37.1,,,,,,32.2,,1.1242,1.1242,0.927852,,,temperature_max_c >= location-month high-temperature percentile,2022-05-25,2022-05-25,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_84524c31d1af,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-06-02,2022-06-05,4,9.6,8.8,25.2,11.6,26.9,45.4,,,,,,13.57,,0.9801,0.9801,0.464194,,,temperature_min_c <= location-month low-temperature percentile,2022-06-02,2022-06-05,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0efd5265447a,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-06-12,2022-06-13,2,0.0,0.0,38.7,21.4,27.3,57.6,,,,,,36.555,,1.0587,1.0587,0.78104,,,temperature_max_c >= location-month high-temperature percentile,2022-06-12,2022-06-13,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_a6de0d03cef9,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-06-23,2022-06-23,1,0.0,0.0,38.5,22.8,23.4,36.7,,,,,,36.555,,1.0532,1.0532,0.744128,,,temperature_max_c >= location-month high-temperature percentile,2022-06-23,2022-06-23,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_ccae309b38a3,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-06-30,2022-06-30,1,0.0,0.0,38.3,21.8,22.3,41.4,,,,,,36.555,,1.0477,1.0477,0.717701,,,temperature_max_c >= location-month high-temperature percentile,2022-06-30,2022-06-30,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_205e68de9593,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-07-06,2022-07-10,5,5.4,5.2,32.0,15.5,31.5,55.4,,,,,,16.9,,0.9763,0.9763,0.432225,,,temperature_min_c <= location-month low-temperature percentile,2022-07-06,2022-07-10,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_5fc05f4ee210,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-07-15,2022-07-15,1,0.0,0.0,30.1,16.4,15.2,32.0,,,,,,16.9,,0.9704,0.9704,0.385166,,,temperature_min_c <= location-month low-temperature percentile,2022-07-15,2022-07-15,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_53cb6d66dcfe,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-07-21,2022-07-21,1,0.0,0.0,31.5,16.2,25.8,42.1,,,,,,16.9,,0.9586,0.9586,0.323274,,,temperature_min_c <= location-month low-temperature percentile,2022-07-21,2022-07-21,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_eeee0886b01c,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-08-20,2022-08-24,5,4.3,4.3,24.5,10.7,27.7,45.7,,,,,,14.48,,0.9116,0.9116,0.187724,,,temperature_min_c <= location-month low-temperature percentile,2022-08-20,2022-08-24,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_f2762008e34f,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-09-06,2022-09-08,3,0.0,0.0,36.6,20.2,28.3,50.0,,,,,,31.839999999999986,,1.1495,1.1495,0.948826,,,temperature_max_c >= location-month high-temperature percentile,2022-09-06,2022-09-08,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_1dd433e536bf,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-09-11,2022-09-11,1,0.0,0.0,35.5,15.7,33.4,54.7,,,,,,31.839999999999986,,1.1149,1.1149,0.920302,,,temperature_max_c >= location-month high-temperature percentile,2022-09-11,2022-09-11,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_648474de4ea6,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-09-13,2022-09-13,1,2.4,2.4,16.4,8.2,18.5,36.4,,,,,,8.290000000000001,,0.9891,0.9891,0.557033,,,temperature_min_c <= location-month low-temperature percentile,2022-09-13,2022-09-13,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0581d644bd91,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-09-16,2022-09-16,1,0.0,0.0,18.6,7.8,13.4,27.7,,,,,,8.290000000000001,,0.9409,0.9409,0.252174,,,temperature_min_c <= location-month low-temperature percentile,2022-09-16,2022-09-16,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_df2c2c891bc9,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-09-30,2022-09-30,1,1.9,1.9,11.6,2.6,14.8,27.0,,,,,,8.290000000000001,,0.3136,0.3136,0.025575,,,temperature_min_c <= location-month low-temperature percentile,2022-09-30,2022-09-30,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_4cf4769754cc,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-10-02,2022-10-03,2,0.0,0.0,10.6,-2.0,15.9,31.0,,,,,,0.4,,-1.5,-1.5,0.008696,,,temperature_min_c <= location-month low-temperature percentile,2022-10-02,2022-10-03,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_aa41ea3cab85,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-10-17,2022-10-17,1,0.0,0.0,23.0,11.6,32.6,57.6,,,,,,21.83,,1.0536,1.0536,0.747483,,,temperature_max_c >= location-month high-temperature percentile,2022-10-17,2022-10-17,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0c8e86ace819,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-10-26,2022-10-26,1,0.0,0.0,9.2,0.4,13.6,27.4,,,,,,0.4,,1.0,1.0,0.776726,,,temperature_min_c <= location-month low-temperature percentile,2022-10-26,2022-10-26,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_197c8516e75e,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-10-30,2022-10-31,2,0.0,0.0,10.1,-2.5,13.8,28.4,,,,,,0.4,,-5.5,-5.5,0.003069,,,temperature_min_c <= location-month low-temperature percentile,2022-10-30,2022-10-31,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_97743f8dd337,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2022-11-04,2022-11-04,1,0.0,0.0,12.6,0.7,16.2,30.6,,,,,,11.964999999999995,,1.0531,1.0531,0.742869,,,temperature_max_c >= location-month high-temperature percentile,2022-11-04,2022-11-04,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_26520140cba6,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-11-27,2022-12-01,5,2.6,2.4,-6.2,-26.6,23.7,39.6,,,,,,-9.629999999999999,,1.5161,1.5161,0.972379,,,temperature_min_c <= location-month low-temperature percentile,2022-11-27,2022-12-01,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0e1bcf4092e2,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-12-12,2022-12-12,1,0.0,0.0,-12.4,-19.9,13.7,17.3,,,,,,-19.86,,1.002,1.002,0.86445,,,temperature_min_c <= location-month low-temperature percentile,2022-12-12,2022-12-12,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0891cc81dd45,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2022-12-16,2022-12-17,2,0.0,0.0,-11.8,-21.5,23.7,36.7,,,,,,-19.86,,1.0624,1.0624,0.900256,,,temperature_min_c <= location-month low-temperature percentile,2022-12-16,2022-12-17,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_acfce3d1e82f,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-01-07,2023-01-07,1,0.0,0.0,3.4,-7.1,32.6,44.3,,,,,,-0.4800000000000068,,-7.0833,-7.0833,0.000839,,,temperature_max_c >= location-month high-temperature percentile,2023-01-07,2023-01-07,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_21d147f17736,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-01-13,2023-01-14,2,0.0,0.0,-16.8,-23.9,15.6,19.4,,,,,,-21.84,,1.044,1.044,0.892072,,,temperature_min_c <= location-month low-temperature percentile,2023-01-13,2023-01-14,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_97b23ae9f58d,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-01-23,2023-01-24,2,0.0,0.0,-13.9,-25.5,38.5,51.1,,,,,,-21.84,,1.1355,1.1355,0.9289,,,temperature_min_c <= location-month low-temperature percentile,2023-01-23,2023-01-24,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0984689005ba,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-01-26,2023-01-27,2,0.0,0.0,-12.6,-23.7,17.6,22.0,,,,,,-21.84,,1.0073,1.0073,0.868286,,,temperature_min_c <= location-month low-temperature percentile,2023-01-26,2023-01-27,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_8f1868aa95ac,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-03-01,2023-03-01,1,0.0,0.0,-0.7,-12.1,11.8,22.3,,,,,,-9.379999999999999,,1.29,1.29,0.957033,,,temperature_min_c <= location-month low-temperature percentile,2023-03-01,2023-03-01,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_aa95fb39d7b1,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-03-08,2023-03-08,1,0.0,0.0,18.0,2.7,37.2,64.4,,,,,,17.37999999999999,,1.0357,1.0357,0.638842,,,temperature_max_c >= location-month high-temperature percentile,2023-03-08,2023-03-08,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_ca181f6f01a8,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-03-27,2023-03-27,1,0.0,0.0,18.5,2.2,20.9,33.5,,,,,,17.37999999999999,,1.0644,1.0644,0.803691,,,temperature_max_c >= location-month high-temperature percentile,2023-03-27,2023-03-27,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_7fe4d940ae06,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-03-30,2023-03-30,1,0.0,0.0,18.6,1.5,15.9,30.6,,,,,,17.37999999999999,,1.0702,1.0702,0.821728,,,temperature_max_c >= location-month high-temperature percentile,2023-03-30,2023-03-30,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_b35d35a9a3a3,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-04-01,2023-04-06,6,1.0,0.6,15.1,-6.5,33.0,52.6,,,,,,0.17000000000000012,,-3.5294,-3.5294,0.004604,,,temperature_min_c <= location-month low-temperature percentile,2023-04-01,2023-04-06,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_358ccccad2e5,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-04-15,2023-04-15,1,0.0,0.0,27.3,12.1,31.1,54.4,,,,,,27.119999999999994,,1.0066,1.0066,0.230285,,,temperature_max_c >= location-month high-temperature percentile,2023-04-15,2023-04-15,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_f678f164224e,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-05-02,2023-05-08,7,3.3,1.3,15.9,0.2,24.9,43.6,,,,,,7.680000000000001,,0.6641,0.6641,0.053197,,,temperature_min_c <= location-month low-temperature percentile,2023-05-02,2023-05-08,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_8243e2e5878a,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-06-01,2023-06-02,2,0.0,0.0,25.5,11.6,21.8,35.6,,,,,,13.57,,0.8917,0.8917,0.151918,,,temperature_min_c <= location-month low-temperature percentile,2023-06-01,2023-06-02,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_112261d000d4,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-06-10,2023-06-11,2,0.0,0.0,37.8,21.8,25.6,41.0,,,,,,36.555,,1.0341,1.0341,0.621225,,,temperature_max_c >= location-month high-temperature percentile,2023-06-10,2023-06-11,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_aa25abec61c8,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-06-27,2023-06-27,1,0.0,0.0,28.6,11.8,11.3,22.0,,,,,,13.57,,0.8696,0.8696,0.129412,,,temperature_min_c <= location-month low-temperature percentile,2023-06-27,2023-06-27,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_82afabcae1fb,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-07-01,2023-07-04,4,0.7,0.6,31.9,13.8,25.0,46.4,,,,,,16.9,,1.0,1.0,0.776726,,,temperature_min_c <= location-month low-temperature percentile,2023-07-01,2023-07-04,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_049b887f3a75,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-07-13,2023-07-13,1,0.0,0.0,33.1,16.9,21.2,34.9,,,,,,16.9,,1.0,1.0,0.776726,,,temperature_min_c <= location-month low-temperature percentile,2023-07-13,2023-07-13,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_496af80fc210,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-07-15,2023-07-15,1,0.0,0.0,38.0,21.8,23.8,38.5,,,,,,37.63,,1.0098,1.0098,0.28943,,,temperature_max_c >= location-month high-temperature percentile,2023-07-15,2023-07-15,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_ad349dfb95f6,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-07-26,2023-07-27,2,0.0,0.0,40.0,21.2,21.6,36.0,,,,,,37.63,,1.063,1.063,0.799497,,,temperature_max_c >= location-month high-temperature percentile,2023-07-26,2023-07-27,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_e8c84203546f,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-07-30,2023-07-30,1,0.0,0.0,28.6,16.3,11.3,24.5,,,,,,16.9,,0.9645,0.9645,0.351918,,,temperature_min_c <= location-month low-temperature percentile,2023-07-30,2023-07-30,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_903ef8878cd3,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-08-06,2023-08-07,2,1.0,1.0,37.0,21.8,31.9,55.4,,,,,,35.23,,1.0502,1.0502,0.729027,,,temperature_max_c >= location-month high-temperature percentile,2023-08-06,2023-08-07,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_3e0a94bb7e62,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-08-11,2023-08-11,1,0.1,0.1,36.0,18.9,23.2,36.7,,,,,,35.23,,1.0219,1.0219,0.474413,,,temperature_max_c >= location-month high-temperature percentile,2023-08-11,2023-08-11,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_1ccb142f32c9,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-08-14,2023-08-16,3,5.0,3.8,23.5,12.1,24.7,40.3,,,,,,14.48,,0.8909,0.8909,0.149872,,,temperature_min_c <= location-month low-temperature percentile,2023-08-14,2023-08-16,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_8f3ebab3a33d,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-08-18,2023-08-18,1,0.0,0.0,28.8,14.3,14.4,24.1,,,,,,14.48,,0.9876,0.9876,0.539642,,,temperature_min_c <= location-month low-temperature percentile,2023-08-18,2023-08-18,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_fa96e9f07a5c,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-09-24,2023-09-26,3,10.8,9.8,19.8,5.4,24.9,40.7,,,,,,8.290000000000001,,0.8323,0.8323,0.103325,,,temperature_min_c <= location-month low-temperature percentile,2023-09-24,2023-09-26,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_55de32ff77a1,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-10-06,2023-10-06,1,0.0,0.0,23.3,8.4,17.3,28.1,,,,,,21.83,,1.0673,1.0673,0.812081,,,temperature_max_c >= location-month high-temperature percentile,2023-10-06,2023-10-06,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_34c85204500f,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-10-11,2023-10-13,3,0.0,0.0,26.0,8.6,33.3,55.4,,,,,,21.83,,1.191,1.191,0.965604,,,temperature_max_c >= location-month high-temperature percentile,2023-10-11,2023-10-13,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_b1ce00d120b4,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-10-31,2023-10-31,1,0.0,0.0,22.0,9.2,38.6,65.2,,,,,,21.83,,1.0078,1.0078,0.25755,,,temperature_max_c >= location-month high-temperature percentile,2023-10-31,2023-10-31,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_813a6251f95f,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-11-03,2023-11-03,1,0.1,0.1,12.8,4.0,25.8,41.4,,,,,,11.964999999999995,,1.0698,1.0698,0.82047,,,temperature_max_c >= location-month high-temperature percentile,2023-11-03,2023-11-03,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_2e9d67194aae,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-12-02,2023-12-07,6,2.8,2.8,6.0,-6.4,41.2,66.2,,,,,,2.2,,2.7273,2.7273,0.999161,,,temperature_max_c >= location-month high-temperature percentile,2023-12-02,2023-12-07,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_a84039162370,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-12-14,2023-12-16,3,0.0,0.0,-16.3,-29.2,15.8,19.4,,,,,,-19.86,,1.2739,1.2739,0.956522,,,temperature_min_c <= location-month low-temperature percentile,2023-12-14,2023-12-16,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_500bf33a1a4b,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-12-18,2023-12-19,2,0.0,0.0,-13.6,-21.9,9.7,15.5,,,,,,-19.86,,1.0524,1.0524,0.895652,,,temperature_min_c <= location-month low-temperature percentile,2023-12-18,2023-12-19,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_d4e206f8181b,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2023-12-21,2023-12-21,1,0.5,0.5,-5.5,-21.2,30.3,46.4,,,,,,-19.86,,1.0675,1.0675,0.902046,,,temperature_min_c <= location-month low-temperature percentile,2023-12-21,2023-12-21,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_81d0c4bca779,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2023-12-28,2023-12-28,1,0.1,0.1,2.7,-12.4,22.7,35.3,,,,,,2.2,,1.2273,1.2273,0.975671,,,temperature_max_c >= location-month high-temperature percentile,2023-12-28,2023-12-28,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_485d34ee01a0,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-01-01,2024-01-01,1,0.7,0.7,0.6,-9.9,21.7,31.7,,,,,,-0.4800000000000068,,-1.25,-1.25,0.004195,,,temperature_max_c >= location-month high-temperature percentile,2024-01-01,2024-01-01,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_fd59c0e15a01,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-01-09,2024-01-09,1,0.0,0.0,-0.2,-13.5,26.1,37.4,,,,,,-0.4800000000000068,,0.4167,0.4167,0.005034,,,temperature_max_c >= location-month high-temperature percentile,2024-01-09,2024-01-09,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_69285fe1ac89,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-01-11,2024-01-12,2,2.2,2.2,2.3,-16.3,51.8,79.6,,,,,,-0.4800000000000068,,-4.7917,-4.7917,0.002517,,,temperature_max_c >= location-month high-temperature percentile,2024-01-11,2024-01-12,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_7c68506488f0,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-01-21,2024-01-23,3,0.3,0.3,-14.9,-23.4,25.3,37.4,,,,,,-21.84,,1.0348,1.0348,0.888491,,,temperature_min_c <= location-month low-temperature percentile,2024-01-21,2024-01-23,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_41e722477646,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-02-11,2024-02-12,2,0.1,0.1,6.0,-7.1,57.2,79.6,,,,,,3.7,,1.6216,1.6216,0.993289,,,temperature_max_c >= location-month high-temperature percentile,2024-02-11,2024-02-12,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_f41c4ef7aa21,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-02-15,2024-02-16,2,1.6,1.6,6.1,-11.4,61.6,91.8,,,,,,3.7,,1.6486,1.6486,0.994128,,,temperature_max_c >= location-month high-temperature percentile,2024-02-15,2024-02-16,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_5e87f2e004eb,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-02-17,2024-02-22,6,2.2,1.7,-9.9,-27.8,29.5,43.6,,,,,,-18.6,,1.086,1.086,0.911253,,,temperature_min_c <= location-month low-temperature percentile,2024-02-17,2024-02-22,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_f398fbcf31b3,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-02-24,2024-02-24,1,0.0,0.0,-9.9,-20.2,10.1,20.9,,,,,,-18.6,,1.086,1.086,0.911253,,,temperature_min_c <= location-month low-temperature percentile,2024-02-24,2024-02-24,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_3e732529aa10,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-03-01,2024-03-08,8,0.8,0.8,0.3,-17.8,26.8,38.9,,,,,,-9.379999999999999,,1.0128,1.0128,0.872123,,,temperature_min_c <= location-month low-temperature percentile,2024-03-01,2024-03-08,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_556fbd77daa8,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-03-29,2024-03-29,1,0.0,0.0,17.8,6.1,15.0,29.5,,,,,,17.37999999999999,,1.0242,1.0242,0.507131,,,temperature_max_c >= location-month high-temperature percentile,2024-03-29,2024-03-29,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_6b73dc65d7ad,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-04-03,2024-04-03,1,0.0,0.0,15.9,-0.4,15.5,28.8,,,,,,0.17000000000000012,,-2.3529,-2.3529,0.006138,,,temperature_min_c <= location-month low-temperature percentile,2024-04-03,2024-04-03,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_e02c09b89a98,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-04-13,2024-04-13,1,0.0,0.0,11.7,-0.1,14.8,29.9,,,,,,0.17000000000000012,,-0.5882,-0.5882,0.014834,,,temperature_min_c <= location-month low-temperature percentile,2024-04-13,2024-04-13,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_0051f3d94f22,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-05-01,2024-05-01,1,0.4,0.4,24.3,7.4,17.7,29.2,,,,,,7.680000000000001,,0.9635,0.9635,0.344501,,,temperature_min_c <= location-month low-temperature percentile,2024-05-01,2024-05-01,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_18deafb9eb6c,Temperature,extreme_cold,derived,cn_urumqi,Urumqi,China,2024-05-03,2024-05-03,1,0.0,0.0,26.6,4.8,29.9,46.8,,,,,,7.680000000000001,,0.625,0.625,0.048082,,,temperature_min_c <= location-month low-temperature percentile,2024-05-03,2024-05-03,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_f6506a32e74c,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-05-11,2024-05-11,1,0.0,0.0,35.0,23.5,47.5,77.4,,,,,,32.2,,1.087,1.087,0.867869,,,temperature_max_c >= location-month high-temperature percentile,2024-05-11,2024-05-11,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
temperature_f3094deddb43,Temperature,extreme_heat,derived,cn_urumqi,Urumqi,China,2024-05-16,2024-05-16,1,0.0,0.0,34.7,18.6,15.2,28.1,,,,,,32.2,,1.0776,1.0776,0.851091,,,temperature_max_c >= location-month high-temperature percentile,2024-05-16,2024-05-16,data/processed/daily_weather.csv,False,Derived temperature event from Open-Meteo daily temperature.
