source_event_id,target_event_id,source_country,source_location,target_pakistani_location,event_type_mapping,lag_days,confidence,inference_status,evidence_type,method,caveat
wind_475346e7b155,wind_2134a4a7350d,China,cn_kashgar,pk_multan,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_82eb95f69180,flood_7653d55b9eab,China,cn_kashgar,pk_sukkur,Rainfall->Flood,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_4da099633217,temperature_98e230b1bc94,China,cn_kashgar,pk_sukkur,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_9262ce645616,temperature_cc1dceb436f2,China,cn_kashgar,pk_sukkur,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_c960145f8460,temperature_1c7bcbdbf6eb,China,cn_kashgar,pk_sukkur,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_daf2af543b86,temperature_d6122e28dc08,China,cn_kashgar,pk_sukkur,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_6449003e87fe,wind_d6ec4b9d29db,China,cn_kashgar,pk_sukkur,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_46d32b6f50a7,temperature_6274ae3c784d,China,cn_urumqi,pk_gilgit,Heatwave->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_120bfb4a11b7,rainfall_33304f6a5cc4,China,cn_urumqi,pk_gilgit,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_0581d644bd91,temperature_f2c688c154b8,China,cn_urumqi,pk_gilgit,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_30b061eee12e,heatwave_29b1245e44a1,China,cn_urumqi,pk_gilgit,Temperature->Heatwave,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_47a7f0c4638b,heatwave_21184bde21a7,China,cn_urumqi,pk_gilgit,Temperature->Heatwave,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_82afabcae1fb,temperature_2d15758fc54c,China,cn_urumqi,pk_gilgit,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_bd617939dff1,temperature_0306bdf2e7cb,China,cn_urumqi,pk_gilgit,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_eeee0886b01c,temperature_7f561265cbdb,China,cn_urumqi,pk_gilgit,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_f1f06ff12100,temperature_96f7336122c6,China,cn_urumqi,pk_gilgit,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_6c930c919b2f,wind_8abeafd57752,China,cn_urumqi,pk_gilgit,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_7891bcdc87b5,wind_1c6c913a4c63,China,cn_urumqi,pk_gilgit,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_46d32b6f50a7,temperature_5742b9e895e1,China,cn_urumqi,pk_islamabad,Heatwave->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_0efd5265447a,temperature_49a846e200d9,China,cn_urumqi,pk_islamabad,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_5e9ceddd90de,heatwave_06dddb4cc43c,China,cn_urumqi,pk_islamabad,Temperature->Heatwave,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_ad349dfb95f6,temperature_03fad88393c4,China,cn_urumqi,pk_islamabad,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_1d3d7c63d561,wind_6c0179206d2a,China,cn_urumqi,pk_islamabad,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_dd532c78756e,wind_d7bfcd1896e2,China,cn_urumqi,pk_islamabad,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_ea88856db65e,wind_85491fc42086,China,cn_urumqi,pk_islamabad,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_15134da17498,heatwave_20da2d2ac47c,China,cn_urumqi,pk_multan,Temperature->Heatwave,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_ad349dfb95f6,temperature_5b3d002fc100,China,cn_urumqi,pk_multan,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_bd617939dff1,temperature_5736c76a582c,China,cn_urumqi,pk_multan,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_c4f301e458e9,wind_100680877bd2,China,cn_urumqi,pk_multan,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_aa41ea3cab85,temperature_efa6d43e6a62,China,cn_urumqi,pk_sukkur,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_bd617939dff1,temperature_d59620445935,China,cn_urumqi,pk_sukkur,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_040e0de55fb1,wind_0caf1299d2cb,China,cn_urumqi,pk_sukkur,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_10d67df399e3,wind_2d01cb3c2e5b,China,cn_urumqi,pk_sukkur,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_c5b44adc3642,wind_9740f3035ca2,China,cn_urumqi,pk_sukkur,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_0f38c7e7986e,temperature_a09531de7c21,India,in_amritsar,pk_islamabad,Heatwave->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_42c8309f3795,rainfall_d082932229a6,India,in_amritsar,pk_islamabad,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_c47a84b3c505,rainfall_8a1296ec8089,India,in_amritsar,pk_islamabad,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_5043c2fca7b3,temperature_64c634de4d40,India,in_amritsar,pk_islamabad,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_7e9213078101,temperature_1d3cd3d764e3,India,in_amritsar,pk_islamabad,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_47e15be3d921,wind_ac996bd84774,India,in_amritsar,pk_islamabad,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_42c8309f3795,flood_716fee2b6dae,India,in_amritsar,pk_lahore,Rainfall->Flood,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_42c8309f3795,rainfall_5944d859ef26,India,in_amritsar,pk_lahore,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_42c8309f3795,storm_2b87e78fb96b,India,in_amritsar,pk_lahore,Rainfall->Storm,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
storm_5ef4f618cad0,storm_7d53a4309019,India,in_amritsar,pk_lahore,Storm->Storm,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_0ca1f2358ae7,temperature_bc6863888f89,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_202df62c0741,temperature_a0780677dfeb,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3ae2192fefa7,temperature_4d66041d26c0,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_5043c2fca7b3,temperature_fcd45c4e155e,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_64f9efe9acd5,temperature_74f40ba487fe,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_840b5628ec3c,temperature_c3c699d916e8,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_9c1261b34a85,temperature_c6c9e0d991d7,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_aa78a9aeed3d,temperature_d610cb99520d,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_df18f52de53d,temperature_d41516177ae0,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_f0ad67b32a77,temperature_ce61ec1e10ae,India,in_amritsar,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_915cdb4ab597,wind_84559108bde1,India,in_amritsar,pk_lahore,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_9c8426f1e379,wind_f9fc6d5c7a5a,India,in_amritsar,pk_lahore,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_0b14146013bd,temperature_3a055abc5c8d,India,in_amritsar,pk_multan,Heatwave->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_d9d186f01357,rainfall_b7938284b09e,India,in_amritsar,pk_multan,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_d9d186f01357,storm_b8a81d25a384,India,in_amritsar,pk_multan,Rainfall->Storm,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_9c1261b34a85,temperature_cc9eb15d951c,India,in_amritsar,pk_multan,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_46e11ed90d97,wind_32daaf3fe50f,India,in_amritsar,pk_multan,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_67178458b438,wind_81ea1e0d83e7,India,in_amritsar,pk_multan,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_42c8309f3795,rainfall_09bc4c14876b,India,in_amritsar,pk_sukkur,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_81af3d12336d,flood_9f69cd88dfa9,India,in_amritsar,pk_sukkur,Rainfall->Flood,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_4df72868b9ff,wind_eb847c0813cb,India,in_amritsar,pk_sukkur,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_fb6a540f3c57,wind_c79442e33d62,India,in_amritsar,pk_sukkur,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_a0af3cb67db7,flood_e3bf85e6b2a5,India,in_jaipur,pk_islamabad,Rainfall->Flood,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_a0af3cb67db7,rainfall_2d11709fe5c0,India,in_jaipur,pk_islamabad,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_a83e61264d65,rainfall_db7078efa75c,India,in_jaipur,pk_islamabad,Rainfall->Rainfall,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_c3de2d4c0b96,temperature_d803ae46bcff,India,in_jaipur,pk_islamabad,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_e06fe1740cbb,heatwave_e6586ce8475d,India,in_jaipur,pk_islamabad,Temperature->Heatwave,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_a0af3cb67db7,flood_d9c90a249cf4,India,in_jaipur,pk_lahore,Rainfall->Flood,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_122d536dc8ad,temperature_ee7a20f99378,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_15a41fba7374,temperature_6bae00449579,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_24651397ceb5,temperature_d3dbb56fa70d,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_2fc032b17c67,temperature_87590a0d1dd1,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_42aade79e6ca,temperature_6f73eb511a3d,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_45b23d514042,heatwave_1ffd853436ea,India,in_jaipur,pk_lahore,Temperature->Heatwave,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_73e578b521da,temperature_6baedc55461a,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_875f63c96959,temperature_0b9144741afd,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_d116965103ec,temperature_25f1cd53e858,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_e06fe1740cbb,temperature_2c1320c600d1,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_eba2645a6991,temperature_518e6aae6ae5,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_ee07535cddbf,temperature_ea7163885e2b,India,in_jaipur,pk_lahore,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_055aee74748b,storm_b545f5c1749d,India,in_jaipur,pk_lahore,Wind->Storm,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_055aee74748b,wind_40d990d69a5d,India,in_jaipur,pk_lahore,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_991109010afb,wind_d96144e26fdc,India,in_jaipur,pk_lahore,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_a26600c0a7a2,storm_136cfcf27310,India,in_jaipur,pk_lahore,Wind->Storm,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_a26600c0a7a2,wind_5b6290babf4c,India,in_jaipur,pk_lahore,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_b0e68be06695,wind_c275e77582f8,India,in_jaipur,pk_lahore,Wind->Wind,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_17dd645f946a,temperature_bf3c1f05bb3b,India,in_jaipur,pk_multan,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_d116965103ec,temperature_f127f8a9b845,India,in_jaipur,pk_multan,Temperature->Temperature,2,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
